#--------------+
#  TRI FUSION  |
#--------------+
#
#+--------+-----------------------------+
#|        |           aleatoire           |
#| Taille | Opérations     Comparaisons |
#+ -------+--------------+--------------+
       1              0               0  
       2              1               2  
       3              3               4  
       4              6               8  
       5             12              16  
       6             17              22  
       7             20              24  
       8             23              26  
       9             32              38  
      10             35              38  
      11             46              54  
      12             51              58  
      13             60              70  
      14             66              76  
      15             74              86  
      16             77              86  
      17             88             100  
      18             98             112  
      19            104             116  
      20            115             130  
      21            121             134  
      22            127             138  
      23            141             158  
      24            148             164  
      25            159             178  
      26            162             176  
      27            177             198  
      28            182             200  
      29            190             208  
      30            206             232  
      31            213             238  
      32            224             252  
      33            231             256  
      34            240             264  
      35            249             272  
      36            256             276  
      37            271             296  
      38            283             310  
      39            294             322  
      40            301             326  
      41            310             334  
      42            331             366  
      43            324             342  
      44            346             376  
      45            358             390  
      46            367             398  
      47            375             404  
      48            387             418  
      49            401             436  
      50            416             456  
      51            422             458  
      52            437             478  
      53            439             472  
      54            448             480  
      55            464             502  
      56            467             498  
      57            493             540  
      58            492             528  
      59            511             556  
      60            519             562  
      61            528             570  
      62            542             588  
      63            552             598  
      64            567             618  
      65            576             624  
      66            583             626  
      67            599             646  
      68            611             658  
      69            627             678  
      70            638             688  
      71            656             712  
      72            656             700  
      73            672             720  
      74            695             754  
      75            703             758  
      76            706             752  
      77            721             770  
      78            743             802  
      79            747             798  
      80            763             818  
      81            773             826  
      82            793             854  
      83            799             854  
      84            820             884  
      85            834             900  
      86            836             892  
      87            850             908  
      88            861             918  
      89            878             940  
      90            885             942  
      91            903             966  
      92            909             966  
      93            928             992  
      94            940            1004  
      95            956            1024  
      96            971            1042  
      97            977            1042  
      98            991            1058  
      99           1008            1080  
     100           1019            1090  
     101           1028            1096  
     102           1041            1110  
     103           1051            1118  
     104           1070            1144  
     105           1082            1156  
     106           1102            1184  
     107           1107            1182  
     108           1125            1206  
     109           1133            1210  
     110           1149            1230  
     111           1159            1238  
     112           1174            1256  
     113           1183            1262  
     114           1194            1272  
     115           1211            1294  
     116           1220            1300  
     117           1242            1332  
     118           1245            1326  
     119           1263            1350  
     120           1271            1354  
     121           1283            1366  
     122           1302            1392  
     123           1326            1428  
     124           1328            1420  
     125           1338            1428  
     126           1352            1444  
     127           1368            1464  
     128           1367            1450  
     129           1375            1452  
     130           1406            1500  
     131           1429            1532  
     132           1434            1528  
     133           1454            1554  
     134           1461            1554  
     135           1478            1574  
     136           1481            1566  
     137           1500            1590  
     138           1526            1628  
     139           1534            1630  
     140           1539            1626  
     141           1559            1652  
     142           1590            1700  
     143           1590            1686  
     144           1610            1712  
     145           1622            1722  
     146           1630            1724  
     147           1652            1754  
     148           1663            1762  
     149           1688            1798  
     150           1696            1800  
     151           1713            1820  
     152           1715            1810  
     153           1732            1830  
     154           1746            1844  
     155           1768            1874  
     156           1782            1888  
     157           1804            1918  
     158           1808            1912  
     159           1832            1946  
     160           1844            1956  
     161           1872            1998  
     162           1876            1992  
     163           1878            1982  
     164           1899            2010  
     165           1920            2038  
     166           1922            2028  
     167           1950            2070  
     168           1969            2094  
     169           1965            2072  
     170           1976            2080  
     171           1998            2110  
     172           2015            2130  
     173           2031            2148  
     174           2052            2176  
     175           2047            2152  
     176           2088            2220  
     177           2101            2232  
     178           2119            2254  
     179           2118            2238  
     180           2125            2238  
     181           2128            2230  
     182           2154            2268  
     183           2183            2312  
     184           2200            2332  
     185           2220            2358  
     186           2221            2346  
     187           2236            2362  
     188           2258            2392  
     189           2253            2368  
     190           2286            2420  
     191           2301            2436  
     192           2306            2432  
     193           2322            2450  
     194           2343            2478  
     195           2342            2462  
     196           2373            2510  
     197           2380            2510  
     198           2386            2508  
     199           2404            2530  
     200           2443            2594  
     201           2448            2590  
     202           2459            2598  
     203           2477            2620  
     204           2483            2618  
     205           2495            2628  
     206           2518            2660  
     207           2534            2678  
     208           2551            2698  
     209           2567            2716  
     210           2585            2738  
     211           2588            2730  
     212           2610            2760  
     213           2630            2786  
     214           2645            2802  
     215           2653            2804  
     216           2652            2788  
     217           2684            2838  
     218           2690            2836  
     219           2700            2842  
     220           2735            2898  
     221           2748            2910  
     222           2755            2910  
     223           2773            2932  
     224           2796            2964  
     225           2805            2968  
     226           2811            2966  
     227           2836            3002  
     228           2849            3014  
     229           2842            2986  
     230           2876            3040  
     231           2897            3068  
     232           2923            3106  
     233           2922            3090  
     234           2923            3078  
     235           2942            3102  
     236           2958            3120  
     237           2985            3160  
     238           2995            3166  
     239           3013            3188  
     240           3025            3198  
     241           3026            3186  
     242           3055            3230  
     243           3073            3252  
     244           3088            3268  
     245           3095            3268  
     246           3105            3274  
     247           3132            3314  
     248           3158            3352  
     249           3154            3330  
     250           3188            3384  
     251           3189            3372  
     252           3211            3402  
     253           3224            3414  
     254           3222            3396  
     255           3256            3450  
     256           3271            3466  
     257           3283            3474  
     258           3305            3502  
     259           3303            3482  
     260           3329            3518  
     261           3338            3520  
     262           3357            3542  
     263           3382            3576  
     264           3415            3626  
     265           3403            3586  
     266           3421            3606  
     267           3446            3640  
     268           3484            3700  
     269           3494            3704  
     270           3494            3688  
     271           3516            3716  
     272           3512            3692  
     273           3549            3750  
     274           3566            3768  
     275           3584            3788  
     276           3599            3802  
     277           3605            3798  
     278           3613            3798  
     279           3652            3860  
     280           3650            3840  
     281           3689            3902  
     282           3688            3884  
     283           3723            3938  
     284           3724            3924  
     285           3739            3938  
     286           3741            3926  
     287           3765            3958  
     288           3803            4018  
     289           3822            4040  
     290           3828            4036  
