#--------------+
#  QUICK SORT  |
#--------------+
#
#+--------+-----------------------------+
#|        |           aleatoire           |
#| Taille | Opérations     Comparaisons |
#+ -------+--------------+--------------+
     317            642            3110  
     318            613            3028  
     319            646            2874  
     320            608            3228  
     321            653            2881  
     322            658            3036  
     323            635            3286  
     324            672            2633  
     325            628            3136  
     326            676            2815  
     327            663            3008  
     328            657            2958  
     329            659            3219  
     330            686            2950  
     331            677            3057  
     332            655            3188  
     333            664            3195  
     334            670            2964  
     335            692            3543  
     336            688            2989  
     337            676            3395  
     338            679            3201  
     339            695            2959  
     340            701            3151  
     341            705            2999  
     342            689            3152  
     343            700            3667  
     344            712            3249  
     345            717            3008  
     346            705            3082  
     347            723            3029  
     348            714            3129  
     349            707            3199  
     350            715            3210  
     351            735            3173  
     352            701            3557  
     353            718            3048  
     354            702            3369  
     355            709            3340  
     356            725            3173  
     357            735            3122  
     358            703            3887  
     359            736            3283  
     360            739            3759  
     361            730            3514  
     362            736            3680  
     363            744            3299  
     364            753            3218  
     365            748            3518  
     366            759            3231  
     367            730            3403  
     368            753            3502  
     369            730            3596  
     370            767            3362  
     371            732            3849  
     372            776            3404  
     373            764            3564  
     374            779            3285  
     375            776            3617  
     376            790            3587  
     377            755            4027  
     378            757            3823  
     379            784            3664  
     380            769            3614  
     381            797            3579  
     382            790            3621  
     383            795            3441  
     384            813            3529  
     385            803            3710  
     386            814            3471  
     387            817            3582  
     388            824            3476  
     389            829            3418  
     390            814            3488  
     391            779            4013  
     392            823            3595  
     393            808            3963  
     394            823            3636  
     395            843            3533  
     396            824            3744  
     397            811            4101  
     398            841            3895  
     399            826            3837  
     400            848            3527  
     401            846            3677  
     402            828            4232  
     403            836            3816  
     404            823            3929  
     405            872            3372  
     406            869            3765  
     407            855            3969  
     408            869            3692  
     409            873            3624  
     410            863            3942  
     411            869            3742  
     412            868            3641  
     413            877            3642  
     414            879            3708  
     415            860            4367  
     416            913            3711  
     417            882            3939  
     418            842            4889  
     419            869            4093  
     420            894            4027  
     421            896            4252  
     422            877            4348  
     423            897            3873  
     424            892            4121  
     425            898            4073  
     426            912            4170  
     427            897            4142  
     428            904            3857  
     429            901            4123  
     430            897            4131  
     431            906            4088  
     432            910            3851  
     433            921            4054  
     434            917            4381  
     435            928            3822  
     436            938            3911  
     437            939            3914  
     438            924            3924  
     439            941            4361  
     440            929            3976  
     441            894            5267  
     442            930            4292  
     443            922            4131  
     444            959            4071  
     445            919            4391  
     446            920            4060  
     447            950            4477  
     448            975            4193  
     449            974            4147  
     450            962            4232  
     451            942            4453  
     452            933            5018  
     453            976            4148  
     454            964            4484  
     455            946            4723  
     456            967            4295  
     457            964            4597  
     458            946            4933  
     459            978            4379  
     460            983            4203  
     461            981            4787  
     462           1000            4187  
     463           1001            4301  
     464           1012            4374  
     465           1025            3950  
     466            980            4371  
     467           1015            4325  
     468           1006            4555  
     469           1046            4109  
     470           1004            4467  
     471           1018            5105  
     472           1035            4662  
     473            989            4972  
     474           1008            4904  
     475           1023            4434  
     476           1003            4611  
     477           1037            4389  
     478           1046            4528  
     479            996            5442  
     480           1005            5188  
     481           1024            4849  
     482           1046            4543  
     483           1055            4632  
     484           1038            4420  
     485           1061            4835  
     486           1034            4926  
     487           1033            4650  
     488           1065            4679  
     489           1075            4477  
     490           1063            5012  
     491           1034            4630  
     492           1088            4836  
     493           1085            4479  
     494           1066            4737  
     495           1030            5477  
     496           1059            4460  
     497           1069            4527  
     498           1082            4437  
     499           1067            5191  
     500           1063            4775  
     501           1042            5272  
     502           1103            4598  
     503           1117            4623  
     504           1069            5246  
     505           1102            4849  
     506           1079            5066  
     507           1066            5752  
     508           1064            5407  
     509           1064            5133  
     510           1098            4841  
     511           1077            5366  
     512           1072            5478  
#+ -------+--------------+--------------+--------------+--------------+--------------+--------------+
